reviews.rating,reviews.text,reviews.title
3,"like it at first, but it is going slow sometimes. overall good product",good
3,"This is the second Fire tablet that I have purchased. The first I returned in after I was not able to load YouTube onto the tablet. Amazon's take on Android was just to unfriendly to make it work. With this new tablet, Amazon has heard my concern and now I'm enjoying this tablet. It's well built for a sub-$100 device, but won't stand up to a lot of abuse.",Better than before
3,Need to have some computer savvy. Wound be much more helpful if it came with a simple basic instructions.,Not for computer beginner
3,the first worked fine for three weeks then stopped. took back and got a replacement. this one lasted almost a month. again took it back and was told I had to deal with Amazon.Found out thru Amazon webpage that units simply froze up and how to reset it. Was upset that store associate knew nothing about the product. Had to research everything myself.,stopped working after 3 weeks.
3,ok for price a little slow and doesn't have as many apps as google play.,good for price
3,I didn't do any in depth research on this particular tablet. The price and speed were good for what I wanted it for. My only con is not being able to clear the home screen of apps or relocate them so I can see my personal home screen picture.,Great tablet for speed
3,"For the price it can't be beat. That being said I had to return mine after a week. I just couldn't get over the low resolution screen. It works well for movies and the Web, but I needed it to also show off my photos to others.",Amazon is amazing
3,Bought the fire for my mother who is 72 to learn how to use a computer the price was right and she can use it to search the web,Great for learning to use computer
3,"I have had every version of the Kindle since the week it was introduced and jumped at the chance for a Kindle Fire. I replaced the first one I had in 2014 and it was everything I wanted except this past summer it started overheating and got nonresponsive in the midday heat. So...I got this one. First of all I miss Swype. WHY get rid of it? Secondly I cannot put two of my favorite apps (which work on my old one) to work on this but lastly and most importantly: every once in awhile the screen freezes with a bunch of code ""shimmering"" in the background and only turning it off and/or leaving it for awhile brings it back to life AND it turns itself off. It seems to happen when I close a program and move to a new one. Aggravating and not what I expect from a product with which I have been happy in the past.",Not ad happy with this one by far
3,"Wry basic, but I guess, it's ok for the price. Bought for a 6 year old.",Very basic
3,Bought as gift for senior. Setup process could be easier.,Overall nice display; email setup not so friendly
3,"This is decent reader and Netflix device. Lots of bugs and gotchas when trying to use - icons going off screen, random locking, random performance hits while doing the same task. Returned. Buying an iPad mini 2. The build quality is just not there.","iPad ""lite"""
3,"This is good for kids. Cheap enough that if they destroy it, you won't get upset",Adequate entry level tablet
3,Would recommend for the right person that wants low cost tablet BUT...Ended up returning this item because it was heavy and too wide for my hand to hold. It was too big to hold in hand and too small to use like a larger tablet. Ended up just using my Lenovo Yoga 900 since it was more flexible and only about .5 lb heavier.,ok tablet
3,Very helpful and friendly. Didn't have too much selection on what I was looking for. But found what I needed.,Found what I needed.
3,Was looking for a cheap tablet for my a son to use saw this unit on sale on black Friday good unit.,Fire Tablet
3,I gave this as a gift for Christmas and still can't get it set up will have to go to geek squad to help,Hard to set up
3,"I bought the 8"" version on impulse because of an excellent offer on Black Friday. As an Amazon product, it offers Amazon apps. While you can get Google Play apps, it requires some hoops. I just discovered I can't save movies from Netflix because that only applies to the HDX version. So this product has limits. But used as a Kindle reader, or to get email via wifi, or other uses (wifi only) while traveling where you wouldn't want to take an expensive device, it is a good choice.",Kindle Fire HD Just OK
3,"This Kindle was purchased on the black friday sale. At the time I felt it was a steal at that price. The first tablet I purchased a few years ago was the original Kindle Fire, the following year I purchased an iPad mini and now have the iPad mini 4. As you may already know, the iPad does not have explandable memory. This Kindle can have expanded memory to 200GB so that was a good selling point for me. After setting this new Kindle Fire up, I noticed that viewing photos were not as clear as the original iPad mini even without retina display, and the color had a greenish-yellowish tint to it. Some may not notice this if they do not have something else to compare it to. I'm a pro photographer so this was quite unaceptable to me. I was not expecting perfection with the colors but people's skin tones appeared greenish as if they were Vulcans. I also like to read tech manuals and magazines of which many are in PDF format. The Kindle will read this format but the Kindle Fire after all these years still cannot display the cover art from pdf books, etc.; it displays an acrobat pdf document logo instead. If you have a large library of pdfs you have to read through the document titles instead of being able to select by seeing the cover of the book. That was enough for me, I've been spoiled by the ease of use of the iPad and the display with accurate colors. Back to the store for a prompt refund it went. Overall..still a good deal but if you are used to an iPad for the reasons I am..you may be disappointed.",Just ok for the price
3,"Works well. But does not offer access to the apple or android App Store. Without the apps that I need, this tablet is not as useful.",Still prefer iPad or android tablet
3,Works well but lacks forward control of screen and right and left movement on keyboard. Good foor short notes but could never do any substantial typing on this without external keyboard. Good for basic websurfing and email.,Size and price good.
3,bought this during black friday (actually Thursday). ok for price. but not cool i had to buy extra storage for not a great price.,ok
3,"Hoped this Fire HD 8 would be faster than my old HD Fire...not so much, I guess I expected the new Fire HD 8 to perform better but it still lags and is slow to load information while surfing the Internet. My wife's Ipad is light years ahead on this one, but what do you expect from a 60-70 dollar tablet.",Nice screen resolution.
3,This is an older tablet. I probobly expected too much. If I'm going to deal with lagginess I prefer my ipad2.,"Not bad, just not my flavor of android."
3,Does everything I need thank you. Alight small package easy to take anywhere,Perfect
3,Best gift for Beginers. Less Price and enough speed and memory. Kids like it a lot.,Best gift for Beginers
3,works great for the price.but it shoves amazon stuff down your hroat like the fire tv.and is linked to your amazon 1 click buy if you haveit set up that way.,soso
3,Nice tablet for the price. Just wish it had bluetooth.,Not bad
3,my kids have this. it works okay for things like youtube or netflix. Apps take longer to load and many games that you can get for the iPad aren't available on the Fire Tablet. Still say go with Mac.,it's ok
3,"The camera is not very sharp , and you can not download another one .",Not a very good camera .
3,Nice tablet but as usual with these items no instructions on how to get started,Not so much
3,"Ok tablet from amazon, added Google play to device for more apps. Google how to do this.",Fast but screen not as big as ipad mini
3,"still playing with it, figuring out what I can & can't do. I love the tangerine color I got. One thing for sure, some apps I have on my phone like redbox & instagram they are not in the amazon app store so I can't put them on the tablet. Wish I could.",Still figuring it out
3,"I really wanted to give this device a chance but I did end up returning it. It's a HUGE upgrade though over the cheaper 7"" version. Honestly I don't think anyone should purchase that. If your budget can handle getting this version and you are heavily invested in the Amazon ecosystem (i.e. Prime member) this will make a great tablet. I think it is intended more for kids though than adults. Having iPads in the house we tried this with our toddler as a cheaper tablet for her but the interface and quirks of the Amazon OS just were not worth the hassle. Will end up seeking out a used iPad Mini 2 instead of this.",It's pretty average for what you are paying
3,At this price point it is very good. But having being used ipad the display doesnt look sharp. Amazon app store lacks content. Overall good for my 9 yr old.,Good but...
3,upgraded my 3 year old kindle- same old. doesnt seem that great of a difference. the graphical interface still sucks but its decent for reading.,basic kindle
3,"Its cheap, but the you will notice the low screen resolution compared to iPad. App is somewhat limited unless you side load it.",Nice Basic tablet
3,I'm disappointed that it doesn't have a mirror display mode.,"It's an ok tablet, but very limited in apps."
3,"I like this tablet. I had a nook, the fire has more memory, bigger screen and lower price. The downside? The Amazon Fire is so ridiculously proprietary that I cannot watch any of my movies on it from my nook. This is becoming industry standard. Too bad.",Burned by fire
3,Battery lasts a long time but I actually like my old Fire more.,It's ok
3,"My 5 yr old loves it, however we do experience some sound issues from time to time.",Great xmas gift
3,"My father upgraded from the original Kindle Fire to this model, and he's very happy with it. It doesn't compete with more mainstream tablets, but he likes the Kindle's system for downloading library books.",A good improvement over previous models
3,It was great product. the price which I got it was great.,Good product
3,"My kids really like this and if your buying a tablet for kids it's worth it, but maybe not so great for adults.",Its an ok tablet.
3,"Great value for the money. However, the operating system is a bit clunky. Constant notifications and messages to delete. Some can be turned off, other seem to just keep appearing. The reader app surprisingly is less than intuitive.",A mediocre tablet
3,Pros:Great value for moneyEnough power to handle lot of Android gamesDecent battery lifeCons:Feels slow after using for a few weeksLow-resolution screen and camera.,Good value for money
3,It's a good tablet for the value. Downside is there's no Google Play Store access. So you're limited to apps in the Amazon app store.,Good value tablet
3,"I previously owned the Fire HD 7 and was excited about the HD 8. After getting the HD 8 and using it I started to notice how they were able to cut costs. The screen was not as crisp, the processor was slower and the speakers were not as loud as previous versions. Overall a good buy for the price but if you are expecting the quality that went into previous versions look elsewhere.",Good buy for the price
3,Got this for my 10 year old grandson. He really likes it a lot. This is good for kids to learn responsibility using tablets.,Great table for children
3,Overall this is a great product. It sometimes freezes with some of the games but other apps work great. Alexa is a great addition.,Great tablet for the price
3,"The built quality is great taking into considerarions its price. The tablet is pretty fast and responsive. However, Amazon's operating system is horrible. I miss a lot of apps that I use in my Apple devices, and some others that just don't work as good such as Mint and Netflix (don't have download capability). Also it won't work with my Chromecast devices...","Good hardware, bad software"
3,This is a good tablet for basic use. I ened up returning it and going with an iPad which met my needs more. This tablet would be good for someone with limited computer knowledge/use.,Great basic tablet
3,the amount i paid for the tablet is worth it on sale.,nice in a price
3,"I was expecting an Android device and discovered it was an ""Android like"" device. My fault for not reading up on his device before hand. I returned the Amazon Fire and bought a Samsung Tab E.I probably would recommend this tablet if you wanted a device for reading.",Not what I expected
3,"When my husband and I bought our Kindle Fire 8, we went to Best Buy and asked questions as best we could. There are programs we apparently need to put create and edit documents and spreadsheets!! We did ask if it had those features and was told yes but I think we need to have a special app. Why isn't there a manual or step by step guide on getting the most use out of Kindle Fire 8. Can I get it online? Kindle Fire 8 fun to use but needs more info for customers. Can we go to a class at Best Buy? Thanks for any help.",Need guide/instructions
3,Unable to download the Instagram app. which stinks,The camera is awful!
3,"As a low priced 8"" tablet, it has a good display, good speed, and reasonable battery life.I am a bit peeved by the rather intrusive adds that Amazon pushes onto it.I am also unhappy that I cannot load all the apps I am used to using on my Android phone. Overall, I wish I had spent more for a real Android device rather than having this with the Amazon limited version of Android.","Usable 8"" tablet, but I wish it were real Android"
3,"I had to sideload google play services to be able to download from the google play store or use google chrome as a web browser, as this tablet was designed to be exclusive to Amazon.","not bad, but..."
3,Thought it was to be better than what it is. Mother in law can play games an Facebook on it. Next time I will buy her a samsung,It's fair
3,Good tablet but not as smooth as high end tablets. It's limited to Amazon so don't expect to do as much as an Android or iPad. I like mine and will continue to use it. I recommend using one if you can before buying.,Good tablet for what it's designed to do
3,It's unfair for me to rate this product cause I have not even taken it out of the box to set it up.,Haven't set it up yet
3,"Not very user friendly and intuitive.Very limited capabilities and apps.Good for viewing movies.Very limited language capabilities other than English and a few other languages.Apps are downloaded, but can't be found.",Very limited capabilities.
3,Not many apps. The first one was already returned...no power issue after 1week..I hope the second one is fine...,Just decent tablet
3,"Its fast, connects well, every amazon aspect of life you could possibly want is on here. Thats what I didnt expect, it being my first tablet. Amazon gets in your face about all its promos and products every time i turn it on. Its so annoying. -But its very handy, very sleek, easy to use and connects quick to any wifi acess around. However its limited on games and its app store is c.r.a.p compared to android. So ehhh 50/50.","Its not an android, but it'll do"
3,"Good size screen and clarity for the money. Seems fairly robust. The biggest problem is putting apps on it, at least free games. They do not have a great selection and when I put them on some of them require you turn on tracking so they can collect information or they won't let you play it",Good pad for places not for IPad
3,Good tablet overall just not enough memory but with an sd card just love it,Good tablet
3,"The product has a $90 price tag and the 90 warranty is too short. My tablet died within a month. I took it to Best Buy where they said they don't handle the warranty, went to Amazon web site where they said go to the store where I bought the device. After much digging around Amazon web site I found out who would help me. I gave it a one star and Amazon helped me quick. We were able to get it going again, a manual would help. The device works again. I found the tablet to be very functional, I watch Netflix, listen to Spotify, watch YouTube videos, it works great!",Amazon Fire 8 has 90 day warranty
3,Easy to use and lots of handy features. Downside is the ads that apparently can't be shut off and you can't upload and and play downloaded YouTube videos unless you are online.,good product for the money
3,Good enough for the price. Great for Amazon subscriptions and Amazon shopping.,Nice tablet.
3,"A rating of 3 starts is what I can give this product. The Fire HD8 show a nice picture and is used mostly to watch NetFlix. However, the Fire HD8 will restart when the battery indicators is at 35%. I am not sure what is causing the issue or why.","Amazon - Fire HD8 - 8"" - Tablet - 16GB - Wi-Fi - T"
3,I purchased this to download books for school. Screen too small and OS was not to my liking,Not for me
3,"I bought this to replace an older kindle that broke. It has more features, like front/ rear facing camera and better resolution screen. I feel like it doesn't work as well though. The screen doesn't always respond. The Internet freezes a lot. The colors seem to be a little off. All in all, still a decent piece for the price.","More options, more problems"
3,"The specs are good, feels solid, can't stand the OS. Too many ads you can't get rid of, not as customizable as I'd like. If that doesn't bother you, it's a good tablet for the price. Don't expect to run games on it, not powerful enough for that.",Okay Tablet
3,The Kindle Fire HD is perfect for playing simple games and for streaming video while away from home. It's thin and light.,Simple but Good
3,"Th size difference is noticeable and squarish rather then rectangular, which I prefer. The Kindle unit itself is rather nice, the auto rotate and adjust being the best part. I returned this item b/c the cover is flimsy. and I was afraid I would drop it and break the kindle.",Not for me
3,"I bought 2 and am returning them both. Both had lighting issues. On the first one, one half of the screen had a white/blue tint and the other half was more of a yellow tint. When i flipped the device upside down to rotate to use with my other hand, half of the screen went much darker than the other. I returned it because I had read there were some that had lighting issues and bought another one. My second one was worse. You could see little half moons going down one side. That one also had a much yellower tint overall than the first one.I found it not easy to hold unless it was in the charging case. It was too slippery and, weird to say, small for me. I'm a female with average sized hands.I think what I really did love was the charging case and the size for transport purposes. Maybe when they make a few tweaks and lower the price I might try again.",Wanted to love it
3,"I owned a Kindle Keyboard for about a year, and I purchased the leather lighted case for that unit. While the corner light left a little to be desired as far as even lighting, overall I was very pleased with the case. Based on that experience, I went ahead and purchased the lighted cover for my new Kindle. I can't say this experience has as been as positive.Let's start off with what's good about the case. The Kindle battery powered light is a big improvement. The light is now centered on the screen, so illumination is more even now. I don't use the light often, but in the cases where I do it will be nice to have more balanced coverage. One positive on the case itself is that I appreciate how much lighter this one feels than the previous generation. The hinge area is smaller, which means less of the spine folding effect the other one took on after heavy use. I never took my Kindle Keyboard out of the case after it was put in, so the snug fit I have seen complaints about is not an issue for me. It IS tight, though, so if you don't plan to keep the case on full time be aware it may take some effort to get it back out. In my situation, that tight fit is exactly what I want, but your mileage may vary.Now on to the negatives. The case does feel very cheap, especially with no change in price point. The previous cover felt like a solidly made piece of work, whereas the new cover only feels half as sturdy. The thinness of the case was no doubt done to minimize its weight, so I realize this is a personal issue. Outside the thickness, though, it just doesn't look or feel as well made. The textured surface of the previous model you that leather feel, very much like a real book. Finally, the most stunning oversight is the lack of a closure device.Read more",A Step Down In Quality
3,"Decent little tablet if you are not a game player. Tablet shuts down and I cant get it back on when I play games for long periods of time. It's not my ipad, that's for sure.",Good for movies and amazon
3,I bought this as a Christmas gift for my wife and things started out well but lately my wife has been having issues with it. It hasn't been working as it should and its only been a little over 2 months since she's had it. I'm going to try a hard reset on it and see if that helps.,Not looking too good...
3,"In my opinion it's very slow for internet use. Good for our 5 yr old to use but we purchased this for her to do online curriculums, which is almost impossible to do with this tablet because of the speed. Our internet connection is great with every other laptop and computer in the house.",It's an ok tablet for the price.
3,I hate amazon app store. Nothing good in there. The tablet is too slow for what I do... it is good for reading only....,tons of limitations
3,meh. it works. i find it difficult to navigate. i also have an ipad mini. this seems to be less intuitive than the ipad.,amazon fire hd8
3,"I mean... it work fine, but 20 fine There's nothing special here and it's a joke that Amazon doesn't just ship a charging plug with the Kindle in the first place. You should be able to find plenty of non-OEM chargers that'll work in terms of watts and voltage for far less money, like 5.","Good Product, but Overpriced and Should be Standard with a Kindle."
3,turns out this was not necessary ... being returned.,Three Stars
3,"I do find this better than the cheaper version I bought initially at Staples. It charges faster but not as fast as the Kindle charger that I had used for a couple years before it finally gave out. Also, it is not possible to charge and still use your Kindle, something I was able to do with the previous charger, a feature I really miss. Still, better than the alternative.",Adequate
3,"Have taken this for a couple of years for calmness, arthritis, and heart. Don't know if it really helps, but it doesn't hurt. Have read some favorable things about it. This company had quick delivery.",Good reputation
3,"How do you rate a charger--something you need, but don't really want It works, so it is okay.",It is a Charger
3,Does what it is suppose to do - power adaptor / charger.Three stars because it's overpriced.,Overpriced but does its job
3,serves its purpose,Three Stars
3,"It's fine, but not necessary. Had I known that I could charge my Kindle with my tablet and/or phone charging cord I would not have bought it.","It's fine, but not necessary"
3,"Functional, but be sure the the USB cable is firmly installed in the base to get a connection.",Perfectly functional
3,i did not need this,Three Stars
3,It does what it is supposed to do.,A charger is a charger!
3,20 for a USB charger is outrageous! It should have bee free with the Paperwhite Kindle.,Should have been FREE with costly Paperwhite Kindle
3,The plug in part of the charger is fine BUT cord could certainly be longer.,Three Stars
3,"As an OEM replacement, I suppose its worth a bit more but this price is excessive. A similar product for my Amazon fire was purchased at Walmart for about 3","As an OEM replacement, I suppose its worth a ..."
3,Nothing special just okay,Three Stars
3,goes with the kindle for charging port,Three Stars
3,I already have one am sending it back,Three Stars
3,I think the cord needs to be a bit longer. This would enable you to read while charging.,Three Stars
3,"Does what you need, but because it has amazon's name on it, it's expensive",Three Stars
3,"Works as advertised. However, I can't imagine why Amazon doesn't include it with the Kindle. I know of no other product that does not supply an item that is essential to its use. Amazon should include this with the Kindle. So, remember, add the price of one of these to the price of the Kindle to get the real price of the Kindle. That is why I gave it three stars. Come on Amazon, stop the misleading pricing on the Kindle.","Works as advertised. However, I can't imagine why ..."
3,Disappointed to realize there is not a light for night reading. Size and weight is great.,Good but not great
3,It is affordable and it had Increased storage but no backlight and the screen could be better!,OK
3,I thought it would be as big as small paper but turn out to be just like my palm. I think it is too small to read on it... not very comfortable as regular Kindle. Would definitely recommend a paperwhite instead.,Too small
3,In my opinion this model is too small and feels cheap. And sd card slot.,Feels cheap
3,"Its a decent reader for beginners. There is no backlight, so not good for reading in dark. also slips from hands, so purchase a cover if you buy it.",Good for beginners
3,There is no way to lock the font size and it changes if you touch the screen. I liked my paper white better but it died.,Font size changes with no way to lock it
3,"This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.",Good for the price
3,The screen size could be bigger like the earlier versions of kindle.,Screen Size could be bigger
3,The kindle is good to download apps for books catch up with reading,Good for books
3,It does its job but I would buy one which the screen is brighter. There are times that it's difficult to read because screen is not too bright,Does its job
3,"I bought it cause I wanted to read more. That didn't happen, I tried and I just can't read on devices I need old school paper between my hands",Reading device
3,It is difficult to understand the instructions. I am still working on it.,Can it be used with the library?
3,"For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.","Amazon Kindle, Black"
3,"I just broke my 3rd generation kindle after many years, had to get a new one...the new kindle has more features in an intrusive format, it is hard to get books loaded, deleted, collected, and even to turn the page..an inadvertant tap on the wrong part of the page, or a twitchy finger, and you're down the rabbit hole..I really just want a reader, not another tablet",too many bells and whistles
3,This was my second kindle and I didn't realize that it wasn't paper white . What a difference. I took this back to the store and exchanged for paper white.. this was not easy to read for me,No like
3,Buying this device I thought it could replace my phone which my kids love to use to watch their videos. It's great with applications but it's limited when it comes to kids video outside of Amazon's store.,Lack usability
3,"Something new for my wife. She is still earning how to navigate the item but enjoys more apps at her finger tips. Its small and compact and easy t take on trips so she can read, take pictures or listen to her music.",still learning to work this item.
3,this is great for the price. It is slow on certain application.,average
3,"I think that this tablet is only good for reading books. It's not very fast, so you won't be able to do anything else.",Good for books
3,"The apps I really want it won't let me download. I don't like that I HAVE to sign up for ""One Click"" with a credit card.",It's okay for my grandson but not so much for me
3,I bought this tablet as Bestbuy was closing them out. I find the screen is okay but not iPad quality. The speed is fine for my intended use but I would not be happy if I needed to use as my primary tablet.The operating system is lower then the current android build and I have not found a upgrade path.,Good value for the price
3,We bought the tablet to give as a prize in a baby shower contest. We thought it was a good price and we decided to purchase.,Baby shower prize
3,Its a beginner tablet. Not so great interface. I prefer larger size tablet,Amazon Fire
3,i mean if you want just a tablet to read some books and browse internet thats fine.,decent tablet
3,Works well but too much advertisements with little control over content.,Ok starter
3,No bad for the price. The bad is the got too many adds an you can't take it out,OK tablet
3,For the price a decent tablet. Some apps don't want to download.,OK tablet good price
3,So far so good. Display is not as bright or clear as my iPhone but then again I only paid 30 dollars for the tablet,Impulse buy
3,"It is a good entry level tablet, especially if you already has Amazon prime.A lot of power for the price. The only consideration is that is only has 8g of storage.",Great tablet; needs more storage
3,the description sounded like the base unit was included with the coding game - which it was not.,online description was misleading
3,This is not recommended if you have inpatient kids.,Slow
3,If you can afford to get the HD versions I would go for those; however this is a great starter kindle. Love all the parent controls!,Good device for price
3,"I got this tablet for my 2 year old after her previous tablet cracked when she dropped it, and wasn't too impressed with it. I had to wait about 3 weeks for the Wifi to be setup at home, and found out it was way too reliant on the internet for most things to work. After inserting the SD card from her other tablet I was hoping it'd be easy to view videos, pictures, and music and had such a hard time figuring it out. It took a long time for the videos and pictures to show up because I wasn't connected to Wifi, and it didn't recognize any music files. Once I did connect it, it was annoying to see that ads were displayed on the Lock Screen. Overall it's a good tablet, but I just didn't like all the apps that are installed and rely on Amazon's paid services.",Good tablet for the price
3,"I purchased this tablet for my granddaughter, and she can't put it down!",Great tablet for kids!
3,These are perfect for kids to use and have some nice features for only 50 bucks. I recommend.,Decent Cheap Tablet
3,Needs to have some hardcopy instructions in the package..,Almost alli I needed!
3,It's ok. I love that I can set up my 5 year old on his own with the children's setting. The battery dies really fast though. We can't even make it through a long car ride without having to plug it in.,It's ok for the money
3,"The Amazon warranty of this product is great for a reason, it needs to be because they have to keep replacing it. I had two that died within weeks and every single one has broken the screen.","eh, okay starter tablet"
3,"Great tablet for the price! I bought two of these for my Grandkids to use, as they are always using ours! The only thing that I really don't like about them is that they have so many pop in commercials for grown ups and it makes everything stop. Hard for my little three year old to get this! I wish it were a little more kid friendly as far as ease of use and getting to where you want to be. For the price, I guess we will just deal with it! :)",Great tablet for the price
3,"Great price for a tablet I got two of them one for each if my children ranging from 7 and 8 years old only down part I can think of is the charging port going bad, It's super ooose and hard to charge.",Affordabke device
3,The tablet I bought was not what I expected and I wanted to return.,tablet
3,Not the greatest for productivity but it's very good at entertaining kids at a cheap price.,Affordable
3,works great once I figured it out. Books are easy to download.,works ok
3,Bought this for my daughter. Tablet works amazing. Only thing I didnt like was that you are REQUIRED to place a CC on file with amazon in order to use it.I would say if you are looking for a tablet stick to the samsung galaxy models vs others.,Tablet for my daughter
3,"A decent machine for the Black Friday price of under $40. The 8 GB of memory is inadequate if you play games using the Apps. I added a 32 GB micro SD card, but not all the Apps use it and the ones that do, only transfer part of the application to it. All points, coins, etc earned are retained in internal memory, not SD card. Pictures, videos, music can be stored on SD card. Screen is very sharp.",Slightly Disappointed
3,"We purchased this for our 5 & 4 yr olds. It is something to help with learning to read and write.The big downfall is that even the ""free"" apps require you to purchase add-ons to unlock more of the app.",Great tablet for the money
3,"Good for kids ... brightness is not so good, .....",Good
3,"I like the kindle fire for all the free games you can get on it. I wanted it for a long time and during the holiday season, I found it on sale and I bought it!",Wanted the Kindle fire for a long time.
3,paid 39.00 on sale. bought two and 1 week later one will not connect to wifi will have to return.,3+ grat for the price
3,"Its a good tablet, screen is kind of weird but it does its job. I wish the it had more memory but for the price, I can't expect to much for a inexpensive tablet. But what I do love is that all the apps are free so that's a #SCORE. Great for kids","For the price, why not"
3,I ordered my fire HD like a week before Christmas. The day I received it I ordered a case for it on amazon and before I even got the case it fell fro! About 2 ft off the floor on carpet and the screen cracked. I called BestBuy and I was told that I had. Free 6 months protection on it so I made an appointment with geek squad my husband called out of work to take me and when we go they tell me that I don't have any protrvtion plan and that there isn't anything they can do for me. Honestly it got to me because I you can't do anything about it its fine just tell me. But don't male me gp allthe way there and waste my time. Ended up buying a better and bigger tablet. Although my amazon fire still works its screen is all cracked oh well.,Not durable at all
3,Pretty slow if you're trying to use it as a full-time tablet. Good as an eReader and sometimes game and Internet usage.,Good for the price
3,It's an alright tablet for my parents to learn and use for Skype,Great tablet for beginner
3,Too many advertisements to get through. A little tough to adjust to coming from the apple world.,Too many advertisments
3,Decent tablet for the price. Expect just basic use and function. This is no iPad be sure you aren't expecting that.,You get what you pay for
3,I brought these as christmas presents for my kids and so far no complaints.,Good for children
3,"Not the best tablet. Decent image, but lackluster performance.",You Get What You Pay For
3,Bought this for myself at Christmas as a replacement for my older version. This one has clearer graphics but I find the build to be way cheaper and definitely a great deal thinner..felt to flimsy to me.,Replacement for older kindle
3,i bought this for someone for a gift for xmas. this is a good simple tablet for someone to being with.,great for a gift
3,The only bad thing I can say about this tablet is that after using certain apps you have to turn the tablet completely off in order to get to the main screen.,An okay tablet for children
3,Easy to read books. Great for night reading. Easy to download books,Nice tablet
3,"I came across this on sale and couldn't pass it up. Turns out it runs slower than I expected though. My girlfriend has an older version of this model and it just seems to run smoother than this one. Still, a nice alternative for browsing/shopping/bill paying than wearing about my smartphone battery.",No what I was hoping for but still a good value
3,Great tablet for a beginner to catch up on reading.,Great tablet for a beginner
3,"We are pretty unhappy with this purchase. Several of the most popular apps (Instagram, You Tube, etc.) are NOT compatible with this device. Now I know why the sale on this was so great. We can really only run the internet and Facebook on this device. Will be returning and getting a different tablet.",Limited Fun
3,"Picked this up for a 7 year old. I'm used to using iPads, but not a bad little tablet for a kid and Im not worried if if something happens to it.",More of a toy
3,"Works ok, doesn't shutdown properly. Notified Amazon tried to fix over the phone. They wanted to replace it but I said I would put up with a ""hard"" shutdown",Just OK
3,"No complaints here, especially for the price. Good for children or elderly.",Good for my 7-8 year old daughter.
3,It's a great tablet for the price. I bought it as a gift and they loved it.,Great tablet
3,"It's a good tablet but only for like little Childen to play on not for teens. I don't think it should have high expectations, if thinking that.",Good Tablet
3,"Bought as gift, don't know the details, but kids love be it!",Kids
3,I purchased this tablet for my sister as a Christmas present.,Christmas Present for my sister
3,"The Fire itself works well so far, the ouch comes from the fact that the buyers Amazon account MUST be hitched to it to download free games. Who wants kids downloading anything that has your credit card attached even if it's free or accessing your account?",Good Value Poor Options
3,Great price for the Amazon tablet. It is Def worth the money just don't like that you can't get real versions of the Google Apps,Great price
3,"My child had one before , and loved it. So we got him another one.",Good for kids
3,"This product is okay, but does not due what a normal tablet can due. Example, social media such as instagram and snapchat are not accessible on this tablet due to it being an amazon product. Had I known that, I would not have purchased it.",Ok product
3,There was a lot of proprietary stuff that takes away from the actual usage of the device.,Alright product for reading online books.
3,Good for a basic entry tablet. Plus u can upgrade the memory on it which is a plus.,For what it is.
3,once I learn how to use all of the apps I am sure I will enjoy it more but I do have trouble scrolling,inexpensive access
3,It's a great for reading books but it's not that great when it comes to everything else.,Good
3,"Got ir in a deal for black friday, worth the money paid!",Good
3,Somewhat substandard. iPads are certainly better. But it gets the job done for $50.,An OK Tablet
3,"Very hard to set up child profile without paying for a subscription to freetime. Once I got it finally set up though, runs smoothly, but battery doesn't seem to last very long.",Good starter tab for a small child
3,For the price this was an ok purchase...the camera picture is not very good to say the least but overall ok for the price.,ok for a starter tablet
3,"This tablet is great for a first time tablet owner, just smaller than my current one.",Smaller than I thought it would be.
3,I ordered several of these to send to family in Haiti. They were on sale.,Just Standard
3,Like the fact that you can add extra memory to this tablet. Overall great for travel for books and videos on Amazon.,Great for needs
3,We bought this tablet for my 75 year old father who wanted something handheld to play games and read his email. It is good for that. Screen is too small for elderly eyes but it made him feel like he was getting with today's technology . It was very cheap on Black Friday!,A beginners tablet
3,My son was excited to get this and it kept closing on him. Returned it but they don't have any in stock to exchange. Frustrated and my son is upset,Lemon
3,The Tablet is good for Kid's Basic use to watch Videos and play few games. Touch should be improved.,Good for Kid's basic use
3,Good gift for basic Internet use browsing emails .,good basic
3,This table is realy nice for starters. This table have lots off free apps. It's easy to use and u can put in an sd card for more space.,Nice starter tablet.
3,"This is the first time that I've used a Kindle tablet. I've used Android and Apple devices before, and this is a different beast. People that are used to an Android experience, will not be thrilled with this device. Even though it looks like Android, the Play Store is not available and not all of the basic apps are included in the Kindle Store. If I had to do it all over again I'd spend an extra $50 or $60 and get an actual Android tablet.",First Kindle Tablet
3,"I like the Kindle fire over all, but the Kindles definitely have issues with the charging ports. We have the older 7s and we have issues with getting the cords to charge them. As a parent, you are better off not having children plug them in. We still continue to purchase new one because of the reasonable pricing and due to all the amazon app purchases we have made through the years. Hopefully one day they will design a better charging port",Still not a fan of the charging port
3,"its good product but it has a big problem , the battery is the big issue for this device.",its good
3,Great tablets for everyday use. My child watches his favorite YouTube videos on it.,Great entry level tablet
